Player,Tm,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,Year,Player ID,Cluster,Team Cluster
Scottie Pippen,CHI,1652,20.4,0.533,0.273,0.274,3.7,12.1,7.9,26.5,2.6,1.9,12.1,24.4,3.7,3,0.193,4,1.8,5.8,3.2,1998,Scottie PippenCHI1998.0,8,6
Scot Pollard,DET,317,13.3,0.555,0,0.329,12.7,15.1,13.9,4.7,1.4,2.4,13,13.5,0.5,0.4,0.141,-1.1,0.3,-0.8,0.1,1998,Scot PollardDET1998.0,5,3
Olden Polynice,SAC,1458,14.7,0.464,0.002,0.212,12.9,20.8,16.8,12.7,1.3,2.1,14.2,21.1,-0.1,1.6,0.049,-2.1,0.5,-1.6,0.2,1998,Olden PolyniceSAC1998.0,5,6
Mark Pope,IND,193,3.4,0.402,0.073,0.415,5.9,10.1,8.1,5.5,0.8,2.2,17.1,14.4,-0.2,0.2,-0.003,-5.5,0.7,-4.8,-0.1,1998,Mark PopeIND1998.0,7,6
Terry Porter,MIN,1786,17.3,0.586,0.404,0.338,2.4,8.2,5.3,23.5,1.8,0.6,13.6,19.1,4.3,0.9,0.139,2.9,-2.2,0.7,1.2,1998,Terry PorterMIN1998.0,4,6
Vitaly Potapenko,CLE,1412,11,0.517,0.002,0.295,9.7,17.4,13.6,7.4,1,1.5,19.3,22.4,-0.7,2.2,0.052,-3.9,0,-3.9,-0.7,1998,Vitaly PotapenkoCLE1998.0,7,6
Brent Price,HOU,1332,10.9,0.575,0.603,0.316,3.3,6.1,4.8,22.3,2.1,0.2,23.9,15.8,1.2,0.4,0.059,0.3,-2.2,-1.9,0,1998,Brent PriceHOU1998.0,9,0
Mark Price,ORL,1430,14.9,0.518,0.292,0.194,1.9,8.8,5.3,38.6,2,0.3,21.9,23.7,0.5,1.3,0.058,0.5,-2.2,-1.6,0.1,1998,Mark PriceORL1998.0,9,6
Theo Ratliff,DET,586,13,0.566,0,0.568,9.3,15.3,12.3,4.1,1.1,7.1,19.7,13.7,0.4,0.9,0.111,-2.5,3.6,1.1,0.5,1998,Theo RatliffDET1998.0,3,3
Theo Ratliff,PHI,1861,17.2,0.56,0,0.449,10.7,15.6,13.2,3.9,1.1,8.1,12.4,16,2.9,2.5,0.139,-0.7,3.3,2.6,2.2,1998,Theo RatliffPHI1998.0,3,6
Eldridge Recasner,ATL,1454,13,0.563,0.327,0.175,2.7,8.6,5.7,13.8,1.5,0,15.8,18.4,1.9,1,0.095,0.7,-1.7,-1,0.4,1998,Eldridge RecasnerATL1998.0,1,5
Bryant Reeves,VAN,2527,17.3,0.559,0.004,0.336,9,17.7,13.3,10.9,0.8,2.2,12.6,21.8,4.3,0.6,0.093,0.9,-1,0,1.3,1998,Bryant ReevesVAN1998.0,5,6
Khalid Reeves,DAL,1950,13.1,0.522,0.256,0.359,3,7.6,5.3,19.8,2.2,0.4,15.9,19.2,1.5,1,0.062,-0.5,-1.6,-2.1,-0.1,1998,Khalid ReevesDAL1998.0,9,3
Don Reid,DET,994,11.4,0.574,0,0.403,9.2,11.8,10.5,4.2,1.4,4.2,11.9,11,1.5,1.3,0.135,-1.2,2,0.8,0.7,1998,Don ReidDET1998.0,3,3
J.R. Reid,CHH,1109,11.3,0.517,0.025,0.384,7.9,14.9,11.4,7.4,1.7,1.3,14.9,18.2,0.6,1.1,0.076,-2.4,-0.4,-2.8,-0.2,1998,J.R. ReidCHH1998.0,5,6
Shawn Respert,TOR,696,12.9,0.552,0.321,0.258,4.7,7.2,5.9,10.4,2.2,0.1,12.4,16.7,1,0,0.064,-0.1,-3.4,-3.5,-0.3,1998,Shawn RespertTOR1998.0,1,5
Shawn Respert,DAL,215,10.3,0.471,0.31,0.083,3.5,10.6,7,14.2,1.2,0,14.7,21.7,-0.2,0.1,-0.017,-2.6,-3,-5.6,-0.2,1998,Shawn RespertDAL1998.0,6,3
Rodrick Rhodes,HOU,1070,7.7,0.439,0.026,0.59,3.1,4.6,3.9,16.1,3.1,0.7,20.2,20.4,-1.5,0.6,-0.04,-5,-0.9,-5.9,-1,1998,Rodrick RhodesHOU1998.0,6,0
Glen Rice,CHH,3295,17.4,0.568,0.216,0.364,3.3,9.6,6.5,9.9,1.3,0.5,10.2,25.1,7.4,2,0.136,2.6,-1.9,0.7,2.3,1998,Glen RiceCHH1998.0,4,6
Pooh Richardson,LAC,1252,10.3,0.411,0.171,0.129,1.5,7.2,4.4,28.1,1.8,0.2,13.3,14.4,0.3,-0.1,0.006,-2.8,-3.1,-5.9,-1.2,1998,Pooh RichardsonLAC1998.0,6,5
Mitch Richmond,SAC,2569,20.4,0.569,0.274,0.386,2.1,7.9,5,20.2,1.8,0.4,11.3,27.8,6.6,1.3,0.148,4.7,-2.3,2.3,2.8,1998,Mitch RichmondSAC1998.0,4,6
Isaiah Rider,POR,2786,15.2,0.514,0.323,0.205,4.3,10,7.2,15.7,1.1,0.5,11.6,26.1,3.2,2.5,0.099,1.7,-1.4,0.3,1.6,1998,Isaiah RiderPOR1998.0,4,5
Eric Riley,DAL,544,11.2,0.461,0.007,0.267,8.6,18.8,13.6,6.5,1.5,5.9,19.7,15.8,-0.4,0.7,0.029,-5.6,2.3,-3.3,-0.2,1998,Eric RileyDAL1998.0,7,3
Stanley Roberts,MIN,1328,11.9,0.503,0,0.404,9.4,21.5,15.5,3.1,0.9,3.8,13.3,17.5,0.3,1.5,0.064,-3.9,-0.4,-4.3,-0.8,1998,Stanley RobertsMIN1998.0,7,6
Chris Robinson,VAN,143,4.7,0.423,0.381,0.032,0,10.4,5.2,11.7,2.6,0.5,19,24.5,-0.4,0,-0.13,-5.8,-3.3,-9.1,-0.3,1998,Chris RobinsonVAN1998.0,6,6
Chris Robinson,SAC,271,11.4,0.461,0.378,0.126,3.6,10.1,6.8,18,2.3,0.8,13.3,22.2,-0.1,0.2,0.017,-1.3,-1.6,-3,-0.1,1998,Chris RobinsonSAC1998.0,9,6
Clifford Robinson,PHO,2359,17.4,0.538,0.094,0.402,7.7,12.5,10.1,11.9,2,2.8,11.7,22.9,3.6,3.5,0.144,0.7,1.4,2.2,2.5,1998,Clifford RobinsonPHO1998.0,2,6
David Robinson,SAS,2457,27.8,0.581,0.004,0.62,12,23.7,18.2,15.9,1.4,5.5,13,29.7,7.8,6,0.269,3.7,4.1,7.8,6.1,1998,David RobinsonSAS1998.0,8,6
Glenn Robinson,MIL,2294,16.8,0.522,0.057,0.234,4.3,12.1,8.2,13.8,1.6,1.1,13.8,28.9,1.3,1.8,0.065,0,-0.9,-1,0.6,1998,Glenn RobinsonMIL1998.0,4,6
James Robinson,LAC,1231,12.4,0.494,0.449,0.214,3.4,6.9,5.1,18.8,1.6,0.5,15,23.3,0.3,-0.1,0.007,0,-3.8,-3.8,-0.5,1998,James RobinsonLAC1998.0,1,5
Dennis Rodman,CHI,2856,12.4,0.459,0.064,0.308,16.8,31.4,24.1,11.2,0.9,0.5,26.4,8.7,1.9,5.9,0.131,-1,3.7,2.7,3.4,1998,Dennis RodmanCHI1998.0,2,6
Carlos Rogers,TOR,351,13.1,0.534,0.011,0.368,10.5,10.3,10.4,7.4,1.3,1.6,11.4,14.3,0.5,0,0.064,-1,-2.1,-3.1,-0.1,1998,Carlos RogersTOR1998.0,5,5
Rodney Rogers,LAC,2499,15.8,0.532,0.227,0.351,7,12.4,9.7,14.2,1.9,1,15.2,22.6,2.6,0.7,0.063,1.3,-1,0.3,1.5,1998,Rodney RogersLAC1998.0,4,5
Sean Rooks,LAL,425,13.4,0.512,0,0.782,12.6,18.7,15.7,8.2,0.2,3.7,12.3,16,0.7,0.5,0.13,-1.8,0,-1.7,0,1998,Sean RooksLAL1998.0,3,5
Jalen Rose,IND,1706,14.1,0.545,0.12,0.376,2.1,11.2,6.9,16,1.8,0.6,15.7,23.4,1.1,2.2,0.092,-0.7,0.1,-0.6,0.6,1998,Jalen RoseIND1998.0,0,6
Malik Rose,SAS,429,10.1,0.485,0.022,0.449,11.5,12.6,12.1,7.5,2.7,1.2,21.3,22.6,-0.4,0.8,0.044,-4.2,0.9,-3.2,-0.1,1998,Malik RoseSAS1998.0,7,6
Donald Royal,CHH,305,8.9,0.488,0,0.46,6.4,8.2,7.3,7.8,1.1,0.2,8.5,12.6,0.4,0.1,0.08,-2.2,-1.4,-3.6,-0.1,1998,Donald RoyalCHH1998.0,1,6
Bryon Russell,UTA,2219,12.9,0.57,0.408,0.53,4.7,13,9.1,7,2.2,1,11.1,15.2,3.8,2.2,0.13,1.7,0.4,2.1,2.3,1998,Bryon RussellUTA1998.0,0,6
Arvydas Sabonis,POR,2333,20.9,0.581,0.139,0.49,7.7,27.9,18.2,16.9,1.5,2.5,15.9,23.2,5.1,4.6,0.2,1.8,2.7,4.5,3.8,1998,Arvydas SabonisPOR1998.0,2,5
Danny Schayes,ORL,1272,10.9,0.479,0,0.321,8.8,13.7,11.2,6,1.5,1.9,12.6,17.5,0.6,1.4,0.076,-2.9,0.2,-2.7,-0.2,1998,Danny SchayesORL1998.0,5,6
Detlef Schrempf,SEA,2742,18.7,0.585,0.164,0.392,6,17.9,12.1,20.3,1.2,0.5,13.8,20.6,7.5,2.9,0.182,2.7,0.3,2.9,3.4,1998,Detlef SchrempfSEA1998.0,8,1
Dennis Scott,DAL,1797,12.2,0.492,0.41,0.177,2.4,10,6.1,12.4,1.3,1.2,11.4,20.6,0.5,0.8,0.036,-0.3,-1.5,-1.9,0.1,1998,Dennis ScottDAL1998.0,1,3
Dennis Scott,PHO,493,11.9,0.541,0.426,0.074,1.9,9.7,5.9,7.6,1.1,1,6.7,16.5,0.6,0.5,0.101,-0.3,-1.4,-1.7,0,1998,Dennis ScottPHO1998.0,1,6
Shawnelle Scott,CLE,188,10.6,0.501,0,0.5,13.3,25.1,19.3,6.8,1.7,3.2,18.5,13.2,0.1,0.4,0.132,-3.6,2.7,-1,0,1998,Shawnelle ScottCLE1998.0,3,6
Malik Sealy,DET,1641,12.8,0.505,0.081,0.36,3.5,12.5,7.9,10.4,2.2,0.9,11.9,18.8,1.2,2,0.093,-1.8,0.2,-1.6,0.2,1998,Malik SealyDET1998.0,0,3
Rony Seikaly,ORL,1484,15.8,0.524,0.004,0.567,10.1,18.4,14.2,8.6,0.9,1.9,16.6,24.9,1,1.7,0.09,-1.5,-0.2,-1.7,0.1,1998,Rony SeikalyORL1998.0,5,6
Rony Seikaly,NJN,152,6.8,0.397,0,0.659,11.4,16.3,13.7,7.7,1,1.9,18.5,18.6,-0.2,0.1,-0.019,-4.9,-0.5,-5.4,-0.1,1998,Rony SeikalyNJN1998.0,7,3
God Shammgod,WAS,146,9.2,0.428,0.034,0.517,1.5,4,2.7,38.1,2.5,0.5,22.8,28.1,-0.3,0.1,-0.049,-5.6,-4.1,-9.6,-0.3,1998,God ShammgodWAS1998.0,9,6
Brian Shaw,GSW,1028,8.7,0.39,0.218,0.107,2,14,7.8,27.3,1.8,0.9,18.9,16.8,-1.3,1,-0.014,-4,0.4,-3.6,-0.4,1998,Brian ShawGSW1998.0,6,6
Brian Shaw,PHI,502,10,0.411,0.201,0.137,3.9,10.9,7.3,28.4,1.5,0.4,14,15.3,0,0.3,0.035,-1.7,-1.3,-3,-0.1,1998,Brian ShawPHI1998.0,9,6
Dickey Simpkins,GSW,196,9,0.454,0.021,0.542,10.1,15.1,12.5,13.5,1.3,0.7,24.2,17.5,-0.3,0.2,-0.027,-4.9,0.1,-4.9,-0.1,1998,Dickey SimpkinsGSW1998.0,7,6
Dickey Simpkins,CHI,237,11.9,0.646,0.024,1.073,3.8,11.2,7.5,10.8,0.9,0.9,17.7,13.9,0.4,0.3,0.146,-1.4,-0.3,-1.7,0,1998,Dickey SimpkinsCHI1998.0,3,6
Reggie Slater,TOR,1662,12.4,0.52,0,0.702,8.7,12,10.3,7.2,1.4,1.2,14.5,18.5,1.3,0.1,0.042,-2.1,-2.6,-4.7,-1.1,1998,Reggie SlaterTOR1998.0,5,5
Charles Smith,LAC,260,11.1,0.491,0.411,0.084,3.5,4.9,4.2,12.9,2,1.3,15.9,22.5,-0.1,0,-0.024,-1.6,-3.4,-5,-0.2,1998,Charles SmithLAC1998.0,6,5
Joe Smith,GSW,1645,15.1,0.474,0.009,0.26,8.9,13.2,11,8,1.4,1.6,10.6,26.4,0.4,1.4,0.053,-1.5,-0.8,-2.3,-0.1,1998,Joe SmithGSW1998.0,5,6
Joe Smith,PHI,699,12.9,0.503,0.004,0.315,9.5,12.4,10.9,7.1,1.4,1.4,14.5,23.1,0.2,0.5,0.052,-2.2,-1.6,-3.8,-0.3,1998,Joe SmithPHI1998.0,5,6
Michael Smith,SAC,347,12.9,0.465,0,0.492,11,21.4,16,12.4,2.3,1.8,16.8,11.4,0.2,0.5,0.092,-2.4,2.6,0.2,0.2,1998,Michael SmithSAC1998.0,3,6
Michael Smith,VAN,706,15,0.551,0.008,0.549,13.9,19.7,16.8,12.6,1.9,0.6,17.9,12.7,1.1,0.3,0.099,0.7,0.4,1.1,0.6,1998,Michael SmithVAN1998.0,3,6
Steve Smith,ATL,2857,18.8,0.563,0.251,0.413,5.7,7,6.4,18.4,1.4,0.7,11.9,23.9,8.4,1.8,0.171,4.5,-1.4,3.1,3.7,1998,Steve SmithATL1998.0,4,5
Rik Smits,IND,2085,19.9,0.532,0.003,0.231,7.7,20.8,14.6,9.9,1,3,10.5,29.2,2.5,3.6,0.141,-0.4,0.7,0.3,1.2,1998,Rik SmitsIND1998.0,2,6
Eric Snow,PHI,844,12.5,0.49,0.099,0.379,2.6,8,5.2,30.5,3.8,0.4,21.4,12.7,0.6,0.9,0.085,-1.6,-0.3,-1.8,0,1998,Eric SnowPHI1998.0,9,6
Felton Spencer,GSW,813,8.5,0.495,0,0.612,11.9,18,14.8,3.2,1.5,3.1,23,11.4,-0.2,1,0.052,-5,1.5,-3.5,-0.3,1998,Felton SpencerGSW1998.0,7,6
Latrell Sprewell,GSW,547,15.1,0.47,0.173,0.339,1.3,8.8,5,24.1,1.8,0.6,12.1,28.9,0,0.4,0.033,0.2,-1.7,-1.5,0.1,1998,Latrell SprewellGSW1998.0,9,6
Jerry Stackhouse,PHI,748,14.9,0.539,0.163,0.357,4.3,7.4,5.8,16.4,2.2,2.1,18.4,24.1,0.3,0.6,0.056,-0.2,-0.3,-0.5,0.3,1998,Jerry StackhousePHI1998.0,9,6
Jerry Stackhouse,DET,1797,16.8,0.53,0.215,0.504,5.1,7.5,6.3,17.5,1.8,1.6,15.1,25.8,2.2,1.7,0.103,1.3,-0.6,0.7,1.2,1998,Jerry StackhouseDET1998.0,4,3
John Starks,NYK,2188,14.3,0.504,0.42,0.248,2.6,10,6.3,18.1,1.9,0.2,12,25.6,1.5,3.1,0.101,1.3,-0.6,0.7,1.5,1998,John StarksNYK1998.0,4,6
Michael Stewart,SAC,1761,12.9,0.486,0,0.44,12.2,21.9,16.9,5.2,0.9,7.5,18.1,11.9,0.4,2.6,0.081,-3.8,3.9,0.2,1,1998,Michael StewartSAC1998.0,3,6
Bryant Stith,DEN,718,9.2,0.447,0.213,0.382,2.4,8.4,5.3,12.1,1.6,0.8,11.8,18.9,-0.2,-0.1,-0.018,-3.3,-3,-6.3,-0.8,1998,Bryant StithDEN1998.0,6,6
John Stockton,UTA,1858,21.8,0.628,0.178,0.452,2.5,8.2,5.6,47.8,2.6,0.4,20.8,19.3,6.4,1.6,0.206,4.8,-2.2,2.6,2.2,1998,John StocktonUTA1998.0,4,6
Damon Stoudamire,TOR,2033,17.7,0.514,0.246,0.255,3.3,8.8,6,34.4,2,0.2,14.7,23.4,3.2,-0.1,0.074,3,-3.2,-0.1,1,1998,Damon StoudamireTOR1998.0,4,5
Damon Stoudamire,POR,806,14.5,0.469,0.384,0.291,3.6,7.9,5.8,36.8,2.2,0.2,18,19.9,0.7,0.9,0.091,1.1,-1,0.1,0.4,1998,Damon StoudamirePOR1998.0,9,5
Erick Strickland,DAL,1505,9.3,0.429,0.292,0.151,2.5,9.5,6,18.8,2,0.4,15.1,21.3,-1.7,0.8,-0.028,-3.1,-1.8,-4.9,-1.1,1998,Erick StricklandDAL1998.0,6,3
Mark Strickland,MIA,847,17.4,0.572,0.004,0.305,11.4,17.8,14.7,5.6,1.2,2.9,13.3,19.4,1.5,1.3,0.157,-0.9,0.4,-0.5,0.3,1998,Mark StricklandMIA1998.0,5,5
Rod Strickland,WAS,3020,19.6,0.501,0.042,0.435,4.1,11.4,7.6,43.1,2.2,0.6,16.5,23.7,5.1,3,0.129,2.5,0.1,2.6,3.5,1998,Rod StricklandWAS1998.0,4,6
Derek Strong,ORL,1638,16.6,0.497,0.006,0.452,10.7,20.2,15.3,5.8,1,1.1,9.1,22.8,2.5,2,0.13,-1.2,-1.3,-2.5,-0.2,1998,Derek StrongORL1998.0,5,6
Bob Sura,CLE,942,9.6,0.463,0.26,0.567,3.3,8.9,6.1,29.4,2.5,0.6,24.4,18.7,-0.7,1.4,0.036,-2.7,0.3,-2.4,-0.1,1998,Bob SuraCLE1998.0,9,6
Zan Tabak,TOR,752,9.9,0.459,0.004,0.193,8.5,14.7,11.5,8.1,1,2.5,14,18.3,-0.4,0.1,-0.013,-3.9,-2,-5.9,-0.7,1998,Zan TabakTOR1998.0,7,5
Zan Tabak,BOS,232,9.2,0.486,0,0.236,11.7,18.3,14.7,7.9,1.1,3.7,21.9,14.5,-0.1,0.2,0.036,-4.2,0.8,-3.4,-0.1,1998,Zan TabakBOS1998.0,7,5
Maurice Taylor,LAC,1513,16.1,0.521,0.001,0.361,8.8,13.5,11.1,6.6,1.2,1.8,12,26.1,1.5,0.3,0.057,-1.6,-3,-4.6,-1,1998,Maurice TaylorLAC1998.0,5,5
Carl Thomas,GSW,139,11,0.447,0.323,0.154,3,4.7,3.8,12,1.9,0.5,8,23.7,0,0.1,0.019,-1.7,-3.2,-4.8,-0.1,1998,Carl ThomasGSW1998.0,6,6
Carl Thomas,CLE,272,10,0.508,0.543,0.186,2.7,13.8,8.3,5.4,3.1,1.4,13.7,14.9,0,0.5,0.092,-2.3,1.5,-0.8,0.1,1998,Carl ThomasCLE1998.0,0,6
John Thomas,BOS,368,10.2,0.571,0,0.413,9.4,13.3,11.2,5.4,2.7,1.9,25.9,15,0,0.4,0.054,-3.6,0.6,-3,-0.1,1998,John ThomasBOS1998.0,7,5
John Thomas,TOR,167,6.8,0.509,0,0.636,10.3,14,12.1,3.6,0.9,1.2,23.5,14.5,0,0,-0.009,-5.2,-3.3,-8.5,-0.3,1998,John ThomasTOR1998.0,7,5
Tim Thomas,PHI,1779,14.9,0.538,0.25,0.338,6.9,11.8,9.3,9.3,1.6,0.7,13.1,22.8,2.1,1.3,0.091,0.6,-1.9,-1.3,0.3,1998,Tim ThomasPHI1998.0,1,6
Brooks Thompson,NYK,121,11.2,0.529,0.483,0.172,0,10,5,32.3,2.7,0.6,26.1,16.4,0,0.2,0.084,-2.4,-0.6,-3.1,0,1998,Brooks ThompsonNYK1998.0,9,6
Otis Thorpe,VAN,1574,13,0.523,0.009,0.395,7.3,19.7,13.6,16.3,1,1,18.6,17.5,0.9,0.4,0.041,-1,-0.1,-1.1,0.4,1998,Otis ThorpeVAN1998.0,5,6
Otis Thorpe,SAC,623,14.4,0.498,0.005,0.361,8.9,21,14.8,16.1,1.5,0.8,14.1,18.7,0.5,0.7,0.088,-1.4,0.5,-0.9,0.2,1998,Otis ThorpeSAC1998.0,5,6
Gary Trent,POR,1005,16.7,0.547,0.025,0.454,9.6,17.2,13.5,10.5,1.4,1.4,14.3,22.6,1.4,1.4,0.135,-0.4,0.2,-0.2,0.5,1998,Gary TrentPOR1998.0,5,5
Gary Trent,TOR,355,14.9,0.474,0.021,0.336,13.1,20,16.4,7,1.2,1.6,11.6,23.4,0.1,0.1,0.039,-2.2,-3.3,-5.5,-0.3,1998,Gary TrentTOR1998.0,5,5
Nick Van Exel,LAL,2053,17.8,0.538,0.425,0.231,1.8,8.8,5.3,33.5,1.6,0.2,11.3,19.8,5.6,1.5,0.166,3.8,-2.4,1.4,1.8,1998,Nick Van ExelLAL1998.0,4,5
Keith Van Horn,NJN,2325,15.7,0.516,0.214,0.291,6.6,14.1,10.1,7.9,1.5,0.8,12.2,25.2,3.2,1.6,0.098,1,-1.4,-0.4,0.9,1998,Keith Van HornNJN1998.0,5,3
David Vaughn,GSW,322,10.8,0.442,0.009,0.298,11,23.2,16.9,9.7,1.6,1.3,19.4,21.7,-0.5,0.4,-0.002,-5.3,0.2,-5.1,-0.3,1998,David VaughnGSW1998.0,7,6
David Vaughn,NJN,161,12.1,0.595,0,0.273,12.8,23,17.6,1.9,1.6,1.8,19.6,12.4,0.2,0.2,0.114,-2.3,-0.8,-3.1,0,1998,David VaughnNJN1998.0,3,3
Jacque Vaughn,UTA,419,6.9,0.457,0.066,0.557,1.3,9.5,5.6,30.8,1.2,0.2,26.9,23,-0.6,0.2,-0.048,-5.3,-3.1,-8.4,-0.7,1998,Jacque VaughnUTA1998.0,6,6
Loy Vaught,LAC,265,7.8,0.428,0.024,0.095,6.8,21.2,14,4.4,0.8,0.5,12.9,16.8,-0.2,0.1,-0.029,-5.4,-2.4,-7.7,-0.4,1998,Loy VaughtLAC1998.0,6,5
Stojko Vrankovic,LAC,996,9.4,0.454,0,0.349,8,22.1,15,5.5,0.6,4.4,17.7,11.6,-0.2,0.6,0.02,-5,0.9,-4.1,-0.5,1998,Stojko VrankovicLAC1998.0,7,5
Antoine Walker,BOS,3268,17.8,0.481,0.171,0.277,9,22.3,15.1,15.4,2.2,1.4,13.2,29.2,0.8,4,0.07,0.4,0.3,0.7,2.2,1998,Antoine WalkerBOS1998.0,2,5
Samaki Walker,DAL,1027,14.4,0.502,0.003,0.302,10.2,22.8,16.4,4.1,1.6,2.7,14.4,18.9,0.1,1.3,0.067,-3.7,-0.2,-3.9,-0.5,1998,Samaki WalkerDAL1998.0,5,3
Ben Wallace,WAS,1124,13.4,0.495,0,0.598,11,22.2,16.4,2.3,2.8,4.6,11.9,9.3,0.8,2.2,0.125,-3.1,3.5,0.4,0.7,1998,Ben WallaceWAS1998.0,3,6
John Wallace,TOR,2361,14.8,0.518,0.002,0.299,5.3,12.6,8.9,8.5,1.4,2.9,13.4,23.8,1.1,0.5,0.031,-2.2,-2.1,-4.3,-1.4,1998,John WallaceTOR1998.0,5,5
Rasheed Wallace,POR,2896,14.9,0.564,0.045,0.318,5.5,13.4,9.6,11.9,1.4,2.2,14.3,18.2,3.8,3.8,0.125,0.2,1.9,2.1,3,1998,Rasheed WallacePOR1998.0,2,5
Rex Walters,PHI,127,9.7,0.576,0.483,0.586,2.7,5.5,4.1,26.2,2.1,0,31.8,18.9,0,0.1,0.022,-2.5,-3.5,-6,-0.1,1998,Rex WaltersPHI1998.0,9,6
Charlie Ward,NYK,2317,15.6,0.567,0.417,0.219,1.7,12.6,7.1,32.4,3.4,1.2,23.6,15,2.6,4.5,0.148,0.8,2.5,3.3,3.1,1998,Charlie WardNYK1998.0,0,6
Eric Washington,DEN,1539,9.6,0.478,0.275,0.167,3.5,6.3,4.9,9.3,1.8,1.2,11.9,17.9,-0.1,-0.2,-0.008,-2.2,-2.6,-4.7,-1.1,1998,Eric WashingtonDEN1998.0,6,6
Clarence Weatherspoon,PHI,1290,13.7,0.497,0,0.526,9.6,20.4,15,5.1,1.8,3,14.5,16.6,0.7,1.7,0.087,-2.7,1.2,-1.5,0.1,1998,Clarence WeatherspoonPHI1998.0,3,6
Clarence Weatherspoon,GSW,1035,14.4,0.513,0,0.372,8.9,18,13.3,8,2.1,1.5,13.4,15.7,0.9,1.3,0.101,-1.5,2,0.5,0.6,1998,Clarence WeatherspoonGSW1998.0,5,6
Chris Webber,WAS,2809,20.9,0.523,0.153,0.248,6.9,20.8,13.7,17.8,2.1,3.1,11.1,26.5,3.9,4.4,0.142,2.6,2.4,4.9,4.9,1998,Chris WebberWAS1998.0,2,6
Bubba Wells,DAL,395,11.1,0.474,0.052,0.371,6.1,13.2,9.6,14.3,2,0.7,18.7,19.2,-0.2,0.3,0.013,-4.1,-0.9,-5,-0.3,1998,Bubba WellsDAL1998.0,6,3
Bill Wennington,CHI,467,9.4,0.461,0,0.122,7.8,11.8,9.8,6.7,0.5,0.8,8.1,18.9,0.3,0.6,0.085,-3.4,-1.8,-5.2,-0.4,1998,Bill WenningtonCHI1998.0,5,6
David Wesley,CHH,2845,15.2,0.532,0.197,0.333,2.1,6.9,4.5,30.2,2.6,0.8,18.6,19.8,3.3,2.5,0.098,1,-0.8,0.3,1.6,1998,David WesleyCHH1998.0,4,6
Doug West,MIN,688,5.6,0.416,0.012,0.234,3.8,9.6,6.8,9.4,0.8,0.5,10,13.5,-0.2,0.2,0.004,-4.1,-1.3,-5.4,-0.6,1998,Doug WestMIN1998.0,6,6
DeJuan Wheat,MIN,150,13.5,0.504,0.34,0.3,2.3,6,4.2,25.3,2.1,0.5,13.7,19.4,0.2,0.1,0.072,-0.5,-3.4,-3.9,-0.1,1998,DeJuan WheatMIN1998.0,9,6
Chris Whitney,WAS,1073,14.8,0.512,0.476,0.363,1.6,10.8,6.1,27.7,1.7,0.4,13.6,19.7,1.8,0.9,0.12,0.8,-2.3,-1.5,0.1,1998,Chris WhitneyWAS1998.0,4,6
Gerald Wilkins,ORL,1252,5.4,0.398,0.251,0.226,1.5,7.1,4.2,10.6,1.5,0.3,14.2,20.4,-2.1,0.9,-0.048,-5.2,-2,-7.2,-1.6,1998,Gerald WilkinsORL1998.0,6,6
Aaron Williams,SEA,757,13.4,0.575,0.005,0.386,7.7,15.4,11.6,3,1.3,3.8,16.3,18.8,0.7,1,0.105,-3.4,-0.5,-3.8,-0.4,1998,Aaron WilliamsSEA1998.0,5,1
Alvin Williams,POR,864,11,0.519,0.101,0.332,2.7,5.3,4,16,1.9,0.2,15.5,16.9,0.6,0.8,0.075,-1.9,-1,-2.9,-0.2,1998,Alvin WilliamsPOR1998.0,9,5
Alvin Williams,TOR,207,7.3,0.42,0.091,0.25,2.6,9,5.7,14.5,2,0.3,14.1,12,0,0,-0.009,-4.3,-2.4,-6.7,-0.2,1998,Alvin WilliamsTOR1998.0,6,5
Brandon Williams,GSW,140,2.9,0.357,0.18,0.08,3,8.6,5.7,3.6,2.2,1.5,14.8,18.9,-0.4,0.1,-0.089,-7.8,-0.7,-8.4,-0.2,1998,Brandon WilliamsGSW1998.0,6,6
Buck Williams,NYK,738,12.3,0.56,0,0.477,12.6,17.2,14.9,4.6,1.3,1.6,17.4,13.9,0.9,1.2,0.135,-1.8,1.5,-0.3,0.3,1998,Buck WilliamsNYK1998.0,3,6
Eric Williams,DEN,145,17,0.489,0,0.738,7.9,9.2,8.5,16.1,1.5,0,10,28.2,0.2,0,0.048,-0.3,-4.3,-4.6,-0.1,1998,Eric WilliamsDEN1998.0,5,6
Herb Williams,NYK,178,6.1,0.398,0,0.186,4,15.6,9.8,3.6,1.8,3.9,9.7,13.6,-0.2,0.3,0.041,-6.6,2.6,-4,-0.1,1998,Herb WilliamsNYK1998.0,7,6
Hot Rod Williams,PHO,1333,11.5,0.525,0,0.46,9.6,17.5,13.7,5.1,1.3,3.3,10.7,9.2,1.7,2.1,0.135,-1.9,2.7,0.8,0.9,1998,Hot Rod WilliamsPHO1998.0,3,6
Jayson Williams,NJN,2343,18.7,0.541,0.006,0.454,20.5,23.2,21.8,4.5,1,1.5,10.9,16.1,6.1,2.3,0.172,2.3,-0.2,2.1,2.4,1998,Jayson WilliamsNJN1998.0,2,3
