Player,Tm,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,Year,Player ID,Cluster,Team Cluster
Mark Hendrickson,SAC,737,9.4,0.468,0.034,0.383,4.9,17,10.8,8.3,1.8,0.8,15.1,12.4,0,0.7,0.049,-4.3,0.6,-3.7,-0.3,1998,Mark HendricksonSAC1998.0,7,6
Carl Herrera,SAS,516,8.1,0.437,0.006,0.251,5.7,14.1,10.2,7.3,2,1.6,16.4,21.1,-0.9,0.9,0.006,-6.1,0.7,-5.4,-0.4,1998,Carl HerreraSAS1998.0,6,6
Grant Hill,DET,3294,21.2,0.52,0.015,0.475,3.3,19.3,11.3,31.5,2.4,1.2,14.8,27.3,5.2,5.1,0.149,2.4,2.4,4.8,5.6,1998,Grant HillDET1998.0,8,3
Tyrone Hill,MIL,2064,13.6,0.538,0.002,0.61,12.4,23.6,18,6.8,1.7,1.1,16.7,14.1,2.2,2.6,0.113,-0.4,1.6,1.2,1.6,1998,Tyrone HillMIL1998.0,3,6
Fred Hoiberg,IND,874,11.2,0.517,0.383,0.311,2,14.3,8.5,8.1,2.5,0.2,8,14.9,0.9,1.4,0.127,-0.5,1.1,0.5,0.6,1998,Fred HoibergIND1998.0,0,6
Jerald Honeycutt,MIL,530,11.8,0.497,0.348,0.262,6.2,15.3,10.7,11.1,2,0.8,16.6,25.4,-0.2,0.5,0.029,-1.5,-1.8,-3.3,-0.2,1998,Jerald HoneycuttMIL1998.0,9,6
Jeff Hornacek,UTA,2460,19.3,0.587,0.153,0.389,3.5,9.7,6.8,23.9,2.4,0.5,12,20.8,7.4,2.1,0.186,4,-0.3,3.7,3.5,1998,Jeff HornacekUTA1998.0,8,6
Robert Horry,LAL,2192,14.4,0.542,0.221,0.402,9.8,17.9,14,10.6,2.6,3,16.7,11.9,3,3.6,0.144,0.9,3.8,4.8,3.7,1998,Robert HorryLAL1998.0,2,5
Allan Houston,NYK,2848,15.1,0.53,0.167,0.262,1.8,9.8,5.8,14.3,1.2,0.7,12.3,26.7,2.5,3.5,0.102,0.1,-0.6,-0.4,1.1,1998,Allan HoustonNYK1998.0,4,6
Juwan Howard,WAS,2559,15.2,0.515,0.002,0.361,6.9,13.2,10,13.6,1.7,0.6,13.9,23.2,2.1,2.4,0.086,-0.1,0.3,0.2,1.5,1998,Juwan HowardWAS1998.0,5,6
Lindsey Hunter,DET,2505,12.4,0.472,0.321,0.237,2.9,8.9,5.9,15.1,2.7,0.3,10.8,19,1.2,2.8,0.077,0.3,0.4,0.7,1.7,1998,Lindsey HunterDET1998.0,0,3
Bobby Hurley,SAC,417,10.2,0.488,0.13,0.322,1.8,7.9,4.8,30.1,1.6,0,24.2,18.5,-0.2,0.2,0.001,-4,-3.1,-7.1,-0.5,1998,Bobby HurleySAC1998.0,9,6
Bobby Hurley,VAN,458,7.9,0.435,0.057,0.317,1.3,6.3,3.8,32.2,1.1,0,23.9,17.9,-0.4,-0.2,-0.056,-4.7,-5,-9.7,-0.9,1998,Bobby HurleyVAN1998.0,6,6
Zydrunas Ilgauskas,CLE,2379,19.7,0.564,0.005,0.345,14.6,22.6,18.6,5.7,1.2,4.3,12.6,22.4,4.5,4.9,0.189,0.3,1.7,2,2.4,1998,Zydrunas IlgauskasCLE1998.0,2,6
Allen Iverson,PHI,3150,20.4,0.535,0.167,0.38,3.1,7.7,5.4,30.6,3,0.6,12.9,26.9,6.3,2.8,0.138,4.5,-0.7,3.8,4.6,1998,Allen IversonPHI1998.0,8,6
Bobby Jackson,DEN,2042,13.6,0.453,0.102,0.231,4.4,13.3,8.7,29.5,2.8,0.4,17.4,23.5,-1.3,0.7,-0.014,-1.2,-1,-2.2,-0.1,1998,Bobby JacksonDEN1998.0,9,6
Jaren Jackson,SAS,2226,9.7,0.511,0.454,0.18,3,7.6,5.4,11.4,1.5,0.3,12.8,17.1,1.3,2.8,0.088,-0.2,0,-0.1,1,1998,Jaren JacksonSAS1998.0,1,6
Jim Jackson,PHI,1788,13.1,0.545,0.209,0.288,4.4,10.2,7.3,21.5,1.2,0.2,19.4,18.8,1.4,0.9,0.062,0.6,-1,-0.4,0.7,1998,Jim JacksonPHI1998.0,9,6
Jim Jackson,GSW,1258,13.2,0.466,0.138,0.224,5,9.8,7.3,23.5,1.6,0.1,15.8,25.9,-0.6,0.8,0.007,-0.2,-0.6,-0.9,0.4,1998,Jim JacksonGSW1998.0,9,6
Mark Jackson,IND,2413,17.2,0.501,0.229,0.301,3.5,12.1,8,46.7,1.9,0.1,20.4,16.8,4.4,3.1,0.15,1.8,-0.1,1.7,2.3,1998,Mark JacksonIND1998.0,4,6
Henry James,CLE,166,10.6,0.582,0.424,0.373,1.5,9.5,5.5,5.3,0.3,0.5,14.9,22.4,0.2,0.2,0.101,-1.9,-3.6,-5.4,-0.1,1998,Henry JamesCLE1998.0,1,6
Anthony Johnson,SAC,2266,8.6,0.437,0.21,0.181,2.4,6,4.2,22.3,1.5,0.2,15.4,15.2,-0.4,0.8,0.008,-2.6,-1.7,-4.3,-1.3,1998,Anthony JohnsonSAC1998.0,6,6
Avery Johnson,SAS,2674,14.1,0.514,0.019,0.25,1.4,4.9,3.2,36.2,1.7,0.5,18.1,16,3.5,3.2,0.12,-0.7,-1.3,-2,0,1998,Avery JohnsonSAS1998.0,9,6
Eddie Johnson,HOU,1490,13.1,0.524,0.364,0.25,4,8.1,6.1,10,1.1,0.1,9.3,20.3,2,0.1,0.07,0.2,-3.3,-3.1,-0.4,1998,Eddie JohnsonHOU1998.0,1,0
Ervin Johnson,MIL,2261,15.6,0.564,0,0.505,12.9,24.1,18.5,4.2,1.9,5.2,16.9,14,2.7,3.8,0.136,-1.1,3.1,1.9,2.2,1998,Ervin JohnsonMIL1998.0,3,6
Kevin Johnson,PHO,1290,15.6,0.555,0.075,0.536,3.2,11.4,7.4,28.5,1.1,0.4,19.1,18.6,2.3,1.3,0.131,-0.2,-0.7,-0.9,0.3,1998,Kevin JohnsonPHO1998.0,4,6
Larry Johnson,NYK,2412,15.8,0.539,0.071,0.32,8.7,11.3,10,11.4,0.9,0.4,11.2,22.1,4,2.9,0.137,1.1,0.2,1.4,2,1998,Larry JohnsonNYK1998.0,4,6
Charles Jones,HOU,127,7.8,0.689,0,0.2,11.3,11.1,11.2,5.7,0.4,3.3,26.9,5.3,0.2,0,0.078,-1.6,0.6,-1.1,0,1998,Charles JonesHOU1998.0,3,0
Eddie Jones,LAL,2910,18,0.592,0.366,0.304,3.4,8.2,5.9,13.5,2.8,1.3,11.4,19.5,6.8,3.2,0.166,3.8,0.5,4.3,4.6,1998,Eddie JonesLAL1998.0,8,5
Popeye Jones,TOR,352,13.4,0.443,0.024,0.15,15.3,17.2,16.2,8.6,1.5,0.6,10.6,18.9,0.2,0.1,0.038,-1.5,-2.6,-4.1,-0.2,1998,Popeye JonesTOR1998.0,5,5
Michael Jordan,CHI,3181,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18,2.4,1,7.7,33.7,10.4,5.4,0.238,4.6,0,4.6,5.3,1998,Michael JordanCHI1998.0,8,6
Reggie Jordan,MIN,487,15.3,0.515,0.009,0.637,13.4,9.2,11.3,15.1,3.7,1.3,17.2,15.9,0.6,0.5,0.114,0.5,1.5,2,0.5,1998,Reggie JordanMIN1998.0,0,6
Adam Keefe,UTA,2047,14.5,0.605,0,0.472,11.6,14.8,13.3,6.7,1.4,0.9,12.2,13.2,4.8,1.7,0.153,1.9,0.4,2.3,2.2,1998,Adam KeefeUTA1998.0,2,6
Shawn Kemp,CLE,2769,17.5,0.512,0.007,0.478,9.9,23,16.5,13.6,2.1,2.5,16.1,28,0.9,5.9,0.118,-1.2,2.8,1.6,2.5,1998,Shawn KempCLE1998.0,2,6
Steve Kerr,CHI,1119,12.9,0.581,0.43,0.162,1.4,6.5,3.9,13.2,1.3,0.3,7.7,14,2.5,1.2,0.161,1.2,-1.1,0.1,0.6,1998,Steve KerrCHI1998.0,1,6
Jerome Kersey,SEA,717,12.6,0.447,0.043,0.279,9.5,12.9,11.3,9.6,3.9,1.5,12.1,19.2,0,1.2,0.079,-2.1,1.8,-0.3,0.3,1998,Jerome KerseySEA1998.0,0,1
Jason Kidd,PHO,3118,16.4,0.502,0.271,0.243,4.1,14.7,9.5,35.6,2.7,0.6,21.5,17.6,3.2,4.8,0.123,1.1,2,3.1,4,1998,Jason KiddPHO1998.0,0,6
Kerry Kittles,NJN,2814,17.5,0.525,0.228,0.217,5.1,10.1,7.4,10.6,2.5,1,7.7,21.2,6.2,2.2,0.144,2.9,0,2.9,3.5,1998,Kerry KittlesNJN1998.0,4,3
Joe Kleine,CHI,397,5.5,0.408,0,0.17,7.8,14.5,11.1,11.2,0.5,0.9,19.7,16,-0.4,0.5,0.016,-5.6,-0.2,-5.8,-0.4,1998,Joe KleineCHI1998.0,7,6
Brevin Knight,CLE,2483,17.1,0.515,0.012,0.424,3.4,9.1,6.3,43.7,4.2,0.6,21.6,16.7,3.5,4.9,0.163,0.7,1.6,2.3,2.7,1998,Brevin KnightCLE1998.0,0,6
Travis Knight,BOS,1503,13.6,0.499,0.126,0.235,10.5,18.8,14.3,10.9,1.8,4.3,15.3,16.4,1.1,1.9,0.096,-1.6,2,0.4,0.9,1998,Travis KnightBOS1998.0,3,5
Toni Kukoc,CHI,2235,17.3,0.525,0.207,0.26,6.2,10.6,8.4,23.4,1.8,1.2,14.1,21.9,3.7,3.3,0.15,2.2,0.7,2.9,2.8,1998,Toni KukocCHI1998.0,4,6
Christian Laettner,ATL,2282,18.5,0.576,0.037,0.485,7.6,17.2,12.6,14.6,1.7,2.2,17.1,21.7,4.6,3,0.159,1.3,1.3,2.6,2.6,1998,Christian LaettnerATL1998.0,2,5
Andrew Lang,MIL,692,8.5,0.452,0.007,0.399,9.8,17.3,13.5,3.5,1.4,2.9,16.4,13.3,-0.1,0.8,0.047,-4.5,0.4,-4,-0.4,1998,Andrew LangMIL1998.0,7,6
Rusty LaRue,CHI,140,7.3,0.466,0.327,0.163,0.8,5.7,3.3,5.7,1.2,0.5,10.3,18.7,0,0.1,0.04,-3.7,-2.4,-6.1,-0.1,1998,Rusty LaRueCHI1998.0,6,6
Priest Lauderdale,DEN,345,10,0.458,0,0.543,9,25.7,17.1,11.6,1.1,3.7,22.6,26.8,-0.9,0.2,-0.087,-7.4,-1.3,-8.7,-0.6,1998,Priest LauderdaleDEN1998.0,7,6
Voshon Lenard,MIA,2621,13.3,0.547,0.443,0.21,3.3,9.5,6.5,11.8,1.2,0.4,9.6,18.4,4.5,2.5,0.129,1.8,-0.6,1.2,2.1,1998,Voshon LenardMIA1998.0,4,5
Grant Long,DET,739,10,0.496,0.034,0.487,9.1,15.1,12.1,5.2,2.1,1.2,13.4,10.3,0.6,1,0.104,-1.9,1.6,-0.3,0.3,1998,Grant LongDET1998.0,5,3
Luc Longley,CHI,1703,13.5,0.492,0,0.243,7.6,15.4,11.5,15.5,1.1,2.6,16.2,21.2,0.6,2.8,0.096,-1.7,1.8,0.1,0.9,1998,Luc LongleyCHI1998.0,5,6
George Lynch,VAN,1493,16.8,0.526,0.058,0.306,11.4,16.5,13.9,13.8,2.3,1.9,15.1,20.5,1.7,0.8,0.079,0.4,-0.1,0.3,0.9,1998,George LynchVAN1998.0,5,6
Sam Mack,VAN,1414,12.4,0.519,0.481,0.138,2.4,8.4,5.4,11.9,1.5,0.5,10.4,20.8,1.3,-0.2,0.037,1.1,-3.4,-2.4,-0.1,1998,Sam MackVAN1998.0,1,6
Gerald Madkins,GSW,243,9.8,0.499,0.441,0.206,0.9,5.9,3.3,27.9,2.8,0.3,26,9,0.1,0.2,0.057,-3.8,-1.6,-5.3,-0.2,1998,Gerald MadkinsGSW1998.0,9,6
Rick Mahorn,DET,707,7.8,0.49,0,0.264,10.9,22,16.4,3.3,1.1,0.7,20.4,11.9,0,0.9,0.064,-4.3,-0.3,-4.6,-0.5,1998,Rick MahornDET1998.0,7,3
Dan Majerle,MIA,1928,12.2,0.562,0.672,0.116,3,13,8.2,13,1.9,0.6,12.3,12.7,2.8,2.5,0.131,1.3,1.1,2.5,2.2,1998,Dan MajerleMIA1998.0,0,5
Karl Malone,UTA,3030,27.9,0.597,0.004,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,0.259,5.7,1.4,7,6.9,1998,Karl MaloneUTA1998.0,8,6
Matt Maloney,HOU,2217,10.5,0.539,0.59,0.133,0.9,6.6,3.8,15.6,1.5,0.2,14.7,14.9,1.9,0.3,0.047,0.2,-2.1,-1.9,0.1,1998,Matt MaloneyHOU1998.0,1,0
Danny Manning,PHO,1794,19.8,0.554,0.009,0.299,7.3,17.9,12.8,13.6,2.1,1.9,10.5,24.1,3.5,3,0.174,1,1.3,2.3,1.9,1998,Danny ManningPHO1998.0,2,6
Stephon Marbury,MIN,3112,16.3,0.505,0.246,0.364,2.1,6.2,4.2,36.1,1.7,0.2,15.1,24.1,4.2,1.1,0.082,2.2,-2.9,-0.6,1.1,1998,Stephon MarburyMIN1998.0,4,6
Donyell Marshall,GSW,2611,15.5,0.474,0.184,0.198,8.3,17.6,12.8,11.2,1.9,1.9,11,22.3,1,3.2,0.078,-0.1,1.2,1.1,2.1,1998,Donyell MarshallGSW1998.0,0,6
Darrick Martin,LAC,2299,12.3,0.509,0.401,0.297,0.9,7.2,4.1,23.2,1.9,0.3,15.7,18.9,2,-0.1,0.041,0.1,-2.9,-2.8,-0.5,1998,Darrick MartinLAC1998.0,9,5
Jamal Mashburn,MIA,1729,14.1,0.533,0.211,0.4,5,10.8,8,13.3,1.4,0.6,13.7,21.2,2.2,1.8,0.113,0.5,0.1,0.6,1.1,1998,Jamal MashburnMIA1998.0,0,5
Anthony Mason,CHH,3148,16.4,0.552,0.005,0.526,6.9,24.7,15.8,17.3,1.2,0.4,13.4,16,5.7,3.5,0.141,1,1.7,2.8,3.8,1998,Anthony MasonCHH1998.0,2,6
Tony Massenburg,VAN,894,14.9,0.536,0,0.443,10.3,19.5,14.9,4,1.5,1.9,14,21.4,0.8,0.4,0.067,-2.5,-2.7,-5.3,-0.7,1998,Tony MassenburgVAN1998.0,5,6
Vernon Maxwell,ORL,169,9.4,0.453,0.333,0.333,3.4,5.7,4.5,13,0.7,0.4,11.8,27.5,0,0.1,0.013,-2,-4.5,-6.5,-0.2,1998,Vernon MaxwellORL1998.0,6,6
Vernon Maxwell,CHH,467,13.2,0.539,0.478,0.189,2.4,9,5.7,14.6,1.6,0.5,12.6,22.1,0.5,0.3,0.08,1,-2.8,-1.8,0,1998,Vernon MaxwellCHH1998.0,1,6
Lee Mayberry,VAN,1835,9.2,0.489,0.516,0.146,1.2,5.9,3.6,27.7,1.8,0.4,23.3,11.7,0.7,-0.3,0.012,-1.6,-3.4,-4.9,-1.4,1998,Lee MayberryVAN1998.0,9,6
Walter McCarty,BOS,2340,11.6,0.483,0.24,0.266,6.5,12.3,9.2,11.9,2.4,1.5,14.7,17.7,0.8,2.2,0.06,-1.1,0.5,-0.6,0.8,1998,Walter McCartyBOS1998.0,0,5
George McCloud,PHO,1213,12.7,0.507,0.487,0.119,4.4,16.2,10.5,10.8,2.3,0.8,12.3,19.2,0.6,1.9,0.096,-0.2,0.3,0.2,0.7,1998,George McCloudPHO1998.0,0,6
Xavier McDaniel,NJN,180,4.3,0.373,0,0.267,7.2,13.1,10,7,0.9,0.8,19.3,10,-0.1,0.1,-0.007,-4.9,-0.1,-5,-0.1,1998,Xavier McDanielNJN1998.0,7,3
Antonio McDyess,PHO,2441,20.3,0.571,0.002,0.355,10.1,19,14.7,7.5,2.2,4,11.7,22.5,4.8,4.6,0.185,0.8,2.4,3.2,3.2,1998,Antonio McDyessPHO1998.0,2,6
Tracy McGrady,TOR,1179,17.4,0.505,0.103,0.279,9.6,16.2,12.8,14,2.2,3.6,12.9,19.1,1.3,0.7,0.081,-0.5,0,-0.5,0.5,1998,Tracy McGradyTOR1998.0,5,5
Jim McIlvaine,SEA,1211,9.5,0.477,0.013,0.363,9.7,15.8,12.8,2.3,1.1,8.6,17.3,12,0,1.9,0.075,-4.5,3.7,-0.9,0.3,1998,Jim McIlvaineSEA1998.0,3,1
Derrick McKey,IND,1316,10.7,0.497,0.052,0.235,7.1,11.9,9.6,10.7,2.4,1.6,18,15.9,0.1,2.1,0.077,-1.5,2.9,1.4,1.1,1998,Derrick McKeyIND1998.0,0,6
Aaron McKie,DET,472,10.1,0.478,0.163,0.221,6,11.2,8.6,12.9,2.7,0.2,17.4,13.6,0.1,0.6,0.069,-1.7,1.2,-0.6,0.2,1998,Aaron McKieDET1998.0,9,3
Aaron McKie,PHI,1341,8.1,0.383,0.166,0.116,2.9,11.1,7,15.8,3.1,0.7,15.2,11.5,-0.8,1.4,0.024,-3.2,1.6,-1.6,0.1,1998,Aaron McKiePHI1998.0,6,6
Nate McMillan,SEA,279,12.7,0.46,0.507,0.015,5.7,11.4,8.6,28.6,2.7,1.1,15.1,13.2,0.4,0.3,0.131,0.5,0.2,0.7,0.2,1998,Nate McMillanSEA1998.0,9,1
Ron Mercer,BOS,2662,14.1,0.491,0.024,0.196,4.4,8.3,6.2,11.6,2.4,0.5,9.6,22.3,2.2,1.9,0.073,-0.9,-1.1,-2,0,1998,Ron MercerBOS1998.0,1,5
Marko Milic,PHO,163,18.4,0.644,0.094,0.266,7.3,10.5,9,13.5,3.2,0,22.7,25.7,0.1,0.2,0.102,0.2,-0.6,-0.4,0.1,1998,Marko MilicPHO1998.0,9,6
Anthony Miller,ATL,228,16.4,0.571,0,0.75,16.1,19.9,18.1,2.2,3.6,0.9,16.8,16.9,0.3,0.4,0.159,-0.8,-0.6,-1.4,0,1998,Anthony MillerATL1998.0,3,5
Oliver Miller,TOR,1628,12.8,0.485,0.011,0.274,9.7,18.2,13.8,18.8,1.8,3,24.1,14.7,-0.1,0.9,0.026,-2.3,1.1,-1.2,0.3,1998,Oliver MillerTOR1998.0,7,5
Reggie Miller,IND,2795,19.8,0.619,0.353,0.407,2.1,7.6,5,11.1,1.5,0.3,9.1,23.9,9.2,2.8,0.206,5.3,-1.1,4.3,4.4,1998,Reggie MillerIND1998.0,8,6
Chris Mills,NYK,2183,12.7,0.512,0.203,0.28,6.6,15.9,11.2,10.4,1.1,1.1,12.4,18.6,1.9,3.3,0.113,-0.9,1.2,0.3,1.3,1998,Chris MillsNYK1998.0,0,6
Terry Mills,MIA,782,7.7,0.481,0.393,0.16,5.3,17.1,11.4,8.1,1.3,0.8,16.9,15.8,-0.2,1.1,0.057,-3,0.2,-2.7,-0.1,1998,Terry MillsMIA1998.0,6,5
Greg Minor,BOS,1126,11.8,0.481,0.097,0.268,5.3,10.9,7.8,12.2,2.4,0.8,10.7,15.4,0.8,0.9,0.074,-2,-0.4,-2.4,-0.1,1998,Greg MinorBOS1998.0,1,5
Sam Mitchell,MIN,2239,15.8,0.539,0.054,0.365,6,13.4,9.8,7.6,1.5,0.7,6.6,19.7,4.7,1.4,0.131,0.4,-1.3,-0.9,0.6,1998,Sam MitchellMIN1998.0,5,6
Eric Montross,PHI,337,6.7,0.397,0,0.25,9.5,22,15.7,3.3,1.1,2.6,15.1,13.2,-0.3,0.4,0.015,-5.9,0,-5.8,-0.3,1998,Eric MontrossPHI1998.0,7,6
Eric Montross,DET,354,9.4,0.46,0,0.309,13.7,22.4,18,1.8,0.9,3.2,15.3,12,0.1,0.5,0.082,-4.3,0,-4.3,-0.2,1998,Eric MontrossDET1998.0,7,3
Chris Morris,UTA,538,14.7,0.498,0.3,0.295,8.7,17.1,13.2,7.5,2.5,2.4,12.4,23,0.3,0.7,0.092,-0.8,-0.5,-1.3,0.1,1998,Chris MorrisUTA1998.0,5,6
Alonzo Mourning,MIA,1939,22.4,0.595,0,0.635,12.1,21.4,16.9,5.2,1.1,4.9,16,26.8,3.9,3.6,0.185,0.1,1.1,1.2,1.6,1998,Alonzo MourningMIA1998.0,2,5
Chris Mullin,IND,2177,16.9,0.607,0.351,0.237,2.2,11.1,6.9,14.6,2.4,1.3,13.3,19.3,4.4,3.2,0.168,2.9,1.5,4.4,3.5,1998,Chris MullinIND1998.0,0,6
Eric Murdock,MIA,1395,15.7,0.52,0.217,0.372,3.4,9.5,6.6,26.4,4,0.7,17.6,19.8,1.7,2.4,0.139,0.3,1.4,1.7,1.3,1998,Eric MurdockMIA1998.0,0,5
Lamond Murray,LAC,2579,17.8,0.548,0.155,0.299,7.5,13.9,10.7,9.9,2.4,1.4,13.3,22.1,3.7,1.2,0.092,1.3,-0.4,0.9,1.9,1998,Lamond MurrayLAC1998.0,0,5
Tracy Murray,WAS,2227,17.3,0.563,0.4,0.208,3.7,10.7,7.1,6.5,1.6,0.8,8.5,24,4.6,1.9,0.139,2.6,-2.4,0.2,1.2,1998,Tracy MurrayWAS1998.0,4,6
Dikembe Mutombo,ATL,2917,19.8,0.584,0,0.608,11.5,25.6,18.8,4.8,0.6,6.6,15.1,17.6,5.6,5.2,0.177,-0.2,2.7,2.5,3.3,1998,Dikembe MutomboATL1998.0,2,5
Martin Muursepp,DAL,603,14.9,0.528,0.199,0.351,8.3,12.8,10.5,8.5,2.6,1.6,11.6,18.9,0.8,0.6,0.111,-0.5,-0.4,-0.9,0.2,1998,Martin MuurseppDAL1998.0,5,3
Steve Nash,PHO,1664,15.6,0.556,0.334,0.147,2.3,8.8,5.6,25.2,2,0.2,13.6,19.6,2.9,1.8,0.137,1.8,-1.2,0.5,1.1,1998,Steve NashPHO1998.0,4,6
Ivano Newbill,VAN,249,7.6,0.413,0.018,0.526,11.1,20.7,15.9,5.3,2.1,0.8,19.5,15.6,-0.3,0.1,-0.022,-5.3,-1.3,-6.5,-0.3,1998,Ivano NewbillVAN1998.0,7,6
Johnny Newman,DEN,2176,14.9,0.547,0.131,0.557,2.6,5.1,3.8,12.2,1.9,0.8,12.9,23.9,3.2,-0.4,0.06,0.1,-3.6,-3.5,-0.8,1998,Johnny NewmanDEN1998.0,1,6
Charles O'Bannon,DET,234,10.5,0.423,0.043,0.217,7.1,9.7,8.4,12,2.1,0.3,10.6,16.8,0,0.2,0.048,-3,-0.6,-3.6,-0.1,1998,Charles O'BannonDET1998.0,6,3
Jermaine O'Neal,POR,808,12.7,0.498,0.009,0.385,11.9,16.8,14.5,3.6,1,5.2,16.9,18.2,-0.1,1.3,0.073,-4.2,1.1,-3,-0.2,1998,Jermaine O'NealPOR1998.0,7,5
Shaquille O'Neal,LAL,2175,28.8,0.587,0,0.594,11.1,24,17.7,13.5,0.9,4.6,10.8,32.9,6.7,3.4,0.224,3.8,0.8,4.6,3.6,1998,Shaquille O'NealLAL1998.0,2,5
Charles Oakley,NYK,2734,13.1,0.475,0.009,0.163,9.5,22.3,15.9,12.1,2.4,0.6,14.4,15,1.4,5.6,0.122,-1.2,4.1,2.9,3.4,1998,Charles OakleyNYK1998.0,2,6
Hakeem Olajuwon,HOU,1633,20.8,0.531,0.005,0.335,8.5,24.6,16.7,15.8,2.7,4.1,14.8,23.7,2,2.5,0.131,0.1,3.6,3.6,2.3,1998,Hakeem OlajuwonHOU1998.0,2,0
Kevin Ollie,DAL,214,7.9,0.434,0,0.595,3.1,8,5.5,22.7,1.5,0,23.2,14.8,-0.1,0.1,-0.017,-5.4,-2.2,-7.7,-0.3,1998,Kevin OllieDAL1998.0,6,3
Kevin Ollie,ORL,216,9.9,0.508,0.018,0.804,1.6,8.4,4.9,25.8,1.8,0,27,22,-0.2,0.2,-0.011,-4.9,-2.2,-7.1,-0.3,1998,Kevin OllieORL1998.0,9,6
Greg Ostertag,UTA,1288,12.5,0.494,0,0.586,13.8,21.8,18.1,2.9,1.2,7.7,19.8,13.5,0.1,2.1,0.084,-2.9,3.4,0.5,0.8,1998,Greg OstertagUTA1998.0,3,6
Bo Outlaw,ORL,2953,15.5,0.575,0.007,0.576,9.9,15.6,12.7,12.3,2,4.4,20.5,13.3,3.1,4.5,0.124,0.4,4.7,5.1,5.3,1998,Bo OutlawORL1998.0,2,6
Doug Overton,PHI,277,5.2,0.443,0.048,0.254,0.8,5,2.9,21.2,1.5,0.3,24.7,15.1,-0.3,0.1,-0.035,-5.8,-3,-8.8,-0.5,1998,Doug OvertonPHI1998.0,6,6
Billy Owens,SAC,2348,14.4,0.502,0.096,0.271,7.9,20,13.8,15.4,2.1,1.1,15.8,18.3,0.9,2.8,0.075,-0.8,1.6,0.7,1.6,1998,Billy OwensSAC1998.0,0,6
Robert Pack,DAL,292,9,0.413,0.061,0.367,3,10.1,6.5,23.5,3.7,0.2,25,23.8,-0.9,0.3,-0.093,-6,-0.1,-6.1,-0.3,1998,Robert PackDAL1998.0,9,3
Anthony Parker,PHI,196,14,0.501,0.444,0.317,4.7,10.6,7.6,16.4,3,1.1,13.3,19,0.2,0.2,0.088,0,-0.9,-0.8,0.1,1998,Anthony ParkerPHI1998.0,9,6
Cherokee Parks,MIN,1703,13.6,0.533,0.002,0.376,9.4,19.6,14.6,4.7,1.1,3.6,11.2,15.4,2,1.8,0.108,-1.9,0.6,-1.3,0.3,1998,Cherokee ParksMIN1998.0,3,6
Gary Payton,SEA,3145,21.6,0.544,0.311,0.293,3,11.2,7.1,36.7,3.1,0.4,13.7,24.6,8.5,4,0.19,4.9,0.1,5,5.6,1998,Gary PaytonSEA1998.0,8,1
Anthony Peeler,VAN,202,15.2,0.529,0.264,0.083,3.4,7.9,5.7,19.5,2.3,0,7.4,17.8,0.4,0,0.087,1.8,-2.8,-1,0,1998,Anthony PeelerVAN1998.0,1,6
Anthony Peeler,MIN,991,15,0.533,0.305,0.118,3.6,8.2,5.9,18.1,2.7,0.4,10.9,18.4,1.4,0.7,0.102,2.1,-0.5,1.6,0.9,1998,Anthony PeelerMIN1998.0,0,6
Will Perdue,SAS,1491,14.8,0.557,0.003,0.451,14.6,26.1,20.7,6.1,0.8,2.4,18.6,13.7,1.5,3.2,0.151,-1.7,2.1,0.4,0.9,1998,Will PerdueSAS1998.0,3,6
Sam Perkins,SEA,1675,13.6,0.55,0.471,0.272,3.9,14.2,9.1,10.3,2,1.3,10.5,16.3,2.6,2,0.129,0.6,0,0.6,1.1,1998,Sam PerkinsSEA1998.0,0,1
Elliot Perry,MIL,1752,11.5,0.485,0.089,0.194,1.4,6.1,3.8,22.1,2.7,0.1,17.4,19.2,0,1.3,0.035,-2.3,-1.5,-3.8,-0.8,1998,Elliot PerryMIL1998.0,9,6
Chuck Person,SAS,1455,8.3,0.494,0.693,0.093,1.4,13.9,8.1,9.3,1.1,0.5,13.9,15.5,-0.1,2.1,0.068,-1.2,0.4,-0.9,0.4,1998,Chuck PersonSAS1998.0,1,6
Wesley Person,CLE,3198,15.1,0.583,0.467,0.178,2.5,11.3,7,10.3,2.2,1.2,9.6,16.5,5.3,5,0.155,2.6,1.9,4.5,5.2,1998,Wesley PersonCLE1998.0,0,6
Bobby Phills,CHH,1887,12.5,0.523,0.207,0.254,3.8,10,6.9,16,2.3,0.7,15,17.7,1.5,1.7,0.081,0.2,0.3,0.4,1.2,1998,Bobby PhillsCHH1998.0,0,6
Eric Piatkowski,LAC,1740,15.5,0.591,0.456,0.299,4.5,11,7.7,8.2,1.5,0.5,11.1,18.4,3.8,0.1,0.108,2.3,-2.4,-0.1,0.8,1998,Eric PiatkowskiLAC1998.0,1,5
Ricky Pierce,MIL,442,9.8,0.455,0.091,0.364,5.2,7.2,6.2,12.5,1.1,0,11.2,19.3,0.1,0.2,0.033,-2.9,-2.8,-5.7,-0.4,1998,Ricky PierceMIL1998.0,6,6
